ADID	Name	Description	GLT_tag	GLT_Desc	Ent DR	EL Act	EL Obj	EL IO	EL Product	EL Process	Int 1 EL	Int 1 Type	Int 2 EL	Int 2 Type	CR1 Subj	CR1 Act	CR1 Obj	FR1 Subj	FR1 Act	FR1 Obj	FR1	WG1	WG1 Terminal Case	CR2	FR2	WG2	WG2 Terminal Case	Dept	Dept PL	Cust EL	Cust Product	Cust Type	Cust Temporal	CC EL	CC Product	CC Type	CC Relation	CC Relation Type	CC Temporal	CofC CR1	CofC FR1	CofC WG1	CofC CR2	CofC FR2	CofC WG2	CofC Terminal Case	CofC Dept	CofC El	CofC Product	CofC Type
3574	Tents, Outsourced - PL	These companies outsource the production of tents for businesses and consumers.	2A1	Equipment manufacturers		2.2.2	B4i		RP	Outsourced	(A4ii) 3.1.2 BdivA	With Inventory						B4i	1.3.2	F	B4i 1.3.2 F	DivA	DivM					DivA	Main	DivA	RP	Businesses and Consumers	First																	
3577	Protective Clothing for Truck, Boat, and Airplane Shipping - PL	These companies manufacture protective clothing sold through distributers for truck, boat, and airplane shipping.	2A1	Equipment manufacturers		2.2.2	B4i		RP	In-house	3.1.2 BdivA	With Inventory						B4i	1.3.2	F	B4i 1.3.2 F	1.3.1 F	Subject		F DivA DivA	DivA	DivM	DivA	Main	(B4ii) 1.2.2 DivA	AP	Businesses	First																	
3576	Protective Clothing for Hazardous Material Handlers - PL	These companies manufacture protective clothing sold through distributers for hazardous material handlers.	2A1	Equipment manufacturers		2.2.2	B4i		RP	In-house	3.1.2 BdivA	With Inventory						B4i	1.3.2	F	B4i 1.3.2 F	1.3.1 F	Subject		F DivA DivA	(A4i) 1.3.2 B1i	Product	DivA	Main	(A4i) 1.3.2 B1i	AP	Businesses	First									(A4i) 1.3.2 B1i					(A4i) 1.3.2 B1i	DivA	Div	Businesses
3478	Shades, Blinds, and Drapes - PL	These companies manufacture and sell shades, blinds, and drapes. 	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house	(A4ii) 3.1.2 BdivA	With Inventory			B2ii	1.2.1	E1i	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F 	RP	Consumers	First																	
3570	Home Furniture: Online Sales - BG	These companies manufacture home furniture and sell through internet merchants	2A1	Equipment manufacturers		2.2.2	B4i		RP	In-house	(C4iii) 3.1.2 B4i	With Inventory						B4i	1.3.2	DivA	B4i 1.3.2 DivA	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3573	Tents for the Military - PL	These companies manufacture tents for the military on a contract basis.	2B3	Contract Equipment Manufacturing		2.2.2	B4i		AP	In-house											  	2.2.2 B4i	Subject		B4i 1.3.2 F	(B4i) 1.3.2 F	Subject	1.3.1 DivA	Auxiliary	4.2.2 F	AP	Governments	First									1.3.1 DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3572	Home Furniture: Sold through catalogs - BG	These companies manufacture home furniture and sell through catalogs	2A1	Equipment manufacturers		2.2.2	B4i		RP	In-house	 3.1.2 B4i	With Inventory						B4i	1.3.2	DivA	B4i 1.3.2 DivA	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3610	Battery Chargers for Recreational Boats - BG	These companies manufacture stand-alone battery chargers for recreational boats.	2A1	Equipment manufacturers		2.2.2	B4ii		RP	In-house	(A4ii) 3.1.2 BdivA	With Inventory						B4ii	1.2.2	E4iii	B4ii 1.2.2 E4iii	(B4ii) 1.2.2 E4iii	Subject		E4iii 2.2.2 B4ii	(B4ii) 2.2.2 F	Product	(B4ii) 2.2.2 F	Main	1.3.2 F	RP	Consumers	First																	
3611	Sensors for use in Recreational Fishing - BG	These companies manufacture sensor and sonar devices for use in recreational activities such as fishing.	2A1	Equipment manufacturers		2.2.2	B4ii		RP	In-house	(A4ii) 3.1.2 BdivA	With Inventory						B4ii	2.2.2	C2ii	B4ii 2.2.2 C2ii	(B4ii) 2.2.2 F	Product					(B4ii) 2.2.2 F	Main	1.3.2 F	RP	Consumers	First																	
3612	Borescopes for Engine Manufacturers - PL	These companies manufacture borescopes used to inspect engines during manufacturing process.	2A1	Equipment manufacturers		2.2.2	B4ii		RP	In-house								B4ii	2.2.2	C2iii	B4ii 2.2.2 C2iii	2.2.2 C2iii	ItS	C2iii 2.2.2 B3i		(C2iii) 2.2.2 B3ii		(C2iii) 2.2.2 B3ii	Main	2.2.2 B3ii	RP	Businesses	First							B3ii 2.2.2 E4iii	B4ii 1.2.2 DivA	DivA					DivA	Div	Div	Businesses and Governments
3613	Borescopes for Engine Maintenance - PL	These companies manufacture borescopes used to inspect airplane engines during maintenance.	2A1	Equipment manufacturers		2.2.2	B4ii		RP	In-house								B4ii	2.2.2	C2iii	B4ii 2.2.2 C2iii	2.2.3 B3ii	ItS	C2iii 2.2.3 B3ii		(C2iii) 2.2.3 B3ii		(C2iii) 2.2.3 B3ii	Main	2.2.3 B3ii	AP	Businesses	First							B3ii 2.2.2 E4iii	B4ii 1.2.2 DivA	DivA					DivA	DivA	Div	Businesses and Governments
3614	Powered Tubular Handling Equipment for Integrated Drilling Operations Infrastructure - PL	These companies manufacture powered tubular handling equipment used in integrated oil drilling operations. 	2A1	Equipment manufacturers		2.2.2	B4ii		RP	In-house								B4ii	2.2.2	A2ii	B4ii 2.2.2 A2ii	2.2.2 A2ii	ItS	A2ii 1.3.2 E1i	A4ii 1.3.2 B4ii	2.2.2 E1ii	ItP (2)	2.2.2 E4ii	Main	2.2.2 E4ii	RP	Businesses	First								E4ii 2.2.2 B4ii	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3615	Powered Tubular Handling Equipment for Crude Oil and Natural Gas Drilling Operations Infrastructure - PL	These companies manufacture powered tubular handling equipment used in crude oil and natural gas drilling operations. 	2A1	Equipment manufacturers		2.2.2	B4ii		RP	In-house								B4ii	2.2.2	A2ii	B4ii 2.2.2 A2ii	2.2.2 A2ii	ItS	A2ii 1.3.2 E1i	A4ii 1.3.2 B4ii	2.2.2 E1ii	DivM	2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3616	Manual Tubular Handling Equipment for Integrated Drilling Operations Infrastructure - PL	These companies manufacture manually powered tubular handling equipment used in integrated oil drilling operations. 	2A1	Equipment manufacturers		2.2.2	B4i		RP	In-house								B4i	2.2.2	A2ii	B4i 2.2.2 A2ii	2.2.2 A2ii	ItS	A2ii 1.3.2 E1i	A4ii 1.3.2 B4ii	2.2.2 E1ii	ItP (2)	2.2.2 E4ii	Main	2.2.2 E4ii	RP	Businesses	First								E4ii 2.2.2 B4ii 	(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3617	Manual Tubular Handling Equipment for Crude Oil and Natural Gas Drilling Operations Infrastructure - PL	These companies manufacture manually powered tubular handling equipment used in crude oil and natural gas drilling operations. 	2A1	Equipment manufacturers		2.2.2	B4i		RP	In-house								B4i	2.2.2	A2ii	B4i 2.2.2 A2ii	2.2.2 A2ii	ItS	A2ii 1.3.2 E1i	A4ii 1.3.2 B4ii	2.2.2 E1ii	DivM	2.2.2 EdivS	Main	2.2.2 EdivS	RP	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3751	Warehouse Lessor for Defense Manufacturers - PL	These companies lease warehouses to Defense Manufacturers.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	(A4ii) 1.3.2 DivA	DivM					DivA	Main	2.2.2 B4ii	AP	Businesses	First									2.2.2 B4ii		B4ii DivA DivA	1.3.1 DivA	Product	1.3.1 DivA	4.2.2 F	AP	Governments
3619	Diversified Drilling Equipment - BG	These companies manufacture diversified drilling equipment. 	2A1	Equipment manufacturers		2.2.2	B4divS		RP	In-house								B4divS	DivS	DivS	B4divS DivS DivS	2.2.2 A2ii	ItS	A2ii 1.3.2 E1i	A4ii 1.3.2 B4ii	2.2.2 E1ii	DivM	2.2.2 EdivS	Main	2.2.2 EdivS	Div	Businesses	First							EdivS 1.3.2 E4divS	E4divS 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3753	Warehouse Lessor for Office Supply Companies - PL	These companies lease warehouses to office supply manufacturers.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	(A4ii) 1.3.2 DivA	DivM					DivA	Main	2.2.2 BdivA	RP	Businesses	First							BdivA DivA DivA	DivA DivA DivA	DivA					DivA	DivA	Div	Businesses and Governments
3752	Warehouse Lessor for Tech Manufacturers - PL	These companies lease warehouses to tech manufacturers.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	(A4ii) 1.3.2 DivA	DivM					DivA	Main	2.2.2 B4ii	RP	Businesses	First								B4ii DivA CdivA	DivA					DivA	1.3.2 F	RP	Consumers
3755	Warehouse Lessor for Healthcare Product Manufacturers - PL	These companies lease warehouses to healthcare product manufacturers.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	(A4ii) 1.3.2 DivA	DivM					DivA	Main	2.2.2 DivA	RP	Businesses	First								DivA DivA DivA	2.3.2 F					2.3.2 F	DivS F	Div	Businesses and Consumers
3754	Warehouse Lessor for Container and Packing Manufacturers - PL	These companies lease warehouses to container and packing manufacturers.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	(A4ii) 1.3.2 DivA	DivM					DivA	Main	2.2.2 BdivS	RP	Businesses	First							BdivS 1.3.2 DivA	DivA DivA DivA	DivA 					DivA	DivA	Div	Businesses and Consumers
3757	Office Lessor for Education Facilities - PL	These companies lease office space to education institutions.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	2.1.2 F (C3iii)	AP	Businesses	First									2.1.2 F (C3iii)					2.1.2 F (C3iii)	1.3.2 F 	RP	Consumers
3756	Warehouse Lessor for Food and Beverage Producers - PL	These companies lease warehouses to food and beverage producers.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	(A4ii) 1.3.2 DivA	DivM					DivA	Main	2.2.2 E4divS	RP	Businesses	First								E4divS 2.2.2 F	DivA					DivA	1.3.2 F	RP	Consumers
3728	Distribution of Nuts, Grains, Oils, and Spices to Food Retailers - PL	These companies distribute various ingredients and foods such as nuts, grains, oils, and spices, to various food retailers. 	5	Energy		3.1.2	E1iii		RP	In-house	(A4ii) 3.1.2 E4divA	With Inventory			E1iii	1.3.2	E4divS	E4divS	2.2.2	F	E4divS 2.2.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3729	Botanical Extract Distributor - BG	These companies distribute botanical extracts to manufacturers of botanical nutritional supplements sold primarily through retailers.	5B1	Food Resource Products		3.1.2	E1iii		RP	In-house	2.2.2 E4i	With Inventory	(A4ii) 3.1.2 E4i	With Inventory	E1iii	1.3.2	E4i	E4i	2.2.3	F	E4i 2.2.3 F	2.2.3 F	Product					2.2.3 F	Main	1.3.2 F	RP	Consumers	First																	
3724	Sale of Software Office Suites to Peripheral Vendors - BG	0	3A3	Information Products meant to command		3.1.2	C4iii		RP	In-House								C4iii	2.2.2	CdivA	C4iii 2.2.2 CdivA	DivA	DivM					DivA	Main	3.1.2 B4ii	RP	Businesses	First								B4ii DivA CdivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3725	Sale of Software Office Suites to Original Equipment Manufacturers (OEMs) and Original Design Manufacturers (ODMs) - BG	These companies sell third-party software office suites to original equipment manufacturers (OEMs). These software suites are either incorporated into finished hardware and software products.	3A3	Information Products meant to command		3.1.2	C4iii		RP	In-house	2.2.2 BdivA	With Inventory						C4iii	2.2.2	CdivA	C4iii 2.2.2 CdivA	DivA	DivM					DivA	Main	DivA	Div	Businesses and Governments	First																	
3726	Sale of Software Office Suites to Diversified Businesses	These companies sell third-party software office suites to diversified businesses.	3A3	Information Products meant to command		3.1.2	C4iii		RP	In-house								C4iii	2.2.2	CdivA	C4iii 2.2.2 CdivA	DivA	DivM					DivA	Main	DivA	Div	Businesses	First																	
3727	Distribution of Nuts, Grains, Oils, and Spices to Convenience Stores - PL	These companies distribute various ingredients and foods such as nuts, grains, oils, and spices, to convenience stores. 	5	Energy		3.1.2	E1iii		RP	In-house	(A4ii) 3.1.2 E4ii	With Inventory			E1iii	1.3.2	E4divS	E4divS	2.2.2	F	E4divS 2.2.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3720	Dentist 3-D Printer Distributor - PL	These companies distribute other company's 3-D printers to dentists, which combine accurate and precise 3-D printing technology with a small footprint. 3-D printers allow dentists to fabricate stone models, orthodontic appliances, and etc.	2A2	Equipment Distributer		3.1.2	B4ii		RP	In-house								B4ii	2.2.2	BdivA	B4ii 2.2.2 BdivA	2.2.2 BdivA	DivNT		BdivA DivA DivA	2.3.2 F	Product	2.3.2 F	Main	2.3.2 F	AP	Businesses	First									2.3.2 F					2.3.2 F	1.3.2 F	RP	Consumers
3721	Distribution of Electronic Testing Equipment to Diversified Businesses	These companies sell electronic testing equipment for use in testing during production to diversified businesses. 	2A2	Equipment Distributer		3.1.2	B4ii		RP	In-house								B4ii	2.2.2	C2iii	B4ii 2.2.2 C2iii	2.3.1 BdivA (C2iii)	DivM					DivA	Main	DivA	Div	Businesses	First																	
3722	Distribution of Powered Health and Beauty Product to Food Retailers - PL	These companies distribute powered health and beauty products, such as blow dryers, beard trimmers, etc., to food retailers. 	2A2	Equipment Distributer		3.1.2	B4ii		RP	In-house	(A4ii) 3.1.2 E4divA	With Inventory						B4ii	2.2.3	F	B4ii 2.2.3 F	2.2.3 F	Product					2.2.3 F	Main	1.3.2 F	RP	Consumers	First																	
3723	Sale of Software Office Suites to Silicon Vendors - BG	These companies sell third-party software office suites to silicon and peripheral vendors.	3A3	Information Products meant to command		3.1.2	C4iii		RP	In-House								C4iii	2.2.2	CdivA	C4iii 2.2.2 CdivA	DivA	DivM					DivA	Main	3.1.2 B3divA	RP	Businesses	First							B3div 1.3.2 B4ii	B4ii 2.2.2 CdivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3688	Natural Gas Extraction (Wholesale Distributor) - PL	These companies extract and produce natural gas and sell them through wholesalers.	5A1	Energy for Equipment or diversified resources Resource Products		2.2.2	E4i		RP	In-house	3.1.2 E4i	With Inventory	(B4iii) 3.1.2 E4divA	With Inventory				E4i	2.2.2	DivA	E4i 2.2.2 DivA	DivA	DivM					DivA	Main	DivA	Div	Businesses, Consumers, and Governments	First																	
3683	Anti-Counterfeiting Software - PL	These companies produce software to identify counterfeit products	3A3	Information Products meant to command		2.2.2	C4iii		RP	In-house								C4iii	2.2.2	C2iii	C4iii 2.2.2 C2iii	1.3.1 DivA (C2iii)	Subject		DivA DivA DivA	DivM		DivA	Main	DivA	Div	Businesses and Governments	First																	
3682	Systems Management Software - Sold to Original Equipment Manufacturers (OEMs) and Original Design Manufacturers (ODMs) - PL	These companies make software used to design and build applications and aggregate and manipulate data. This software is sold to original equipment manufacturers (OEMs) for use in the development and testing of finished hardware and software products.	3A3	Information Products meant to command		2.2.2	C4iii		RP	In-House	2.2.2 BdivA	With Inventory						C4iii	2.2.2	C2ii	C4iii 2.2.2 C2ii	2.3.1 C4iii (C2ii)	Subject		C4iii DivA CdivA	DivA	DivM	DivA	Main	DivA	Div	Businesses and Governments	First																	
3681	Systems Management Software - Sold to and Peripheral Vendors - PL	0	3A3	Information Products meant to command		2.2.2	C4iii		RP	In-house								C4iii	2.2.2	C2ii	C4iii 2.2.2 C2ii	2.3.1 C4iii (C2ii)	Subject		C4iii DivA CdivA	DivA	DivM	DivA	Main	3.1.2 B4ii	RP	Businesses	First								B4ii DivA CdivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3680	Systems Management Software - Sold to Silicon Vendors - PL	These companies make software used to design and build applications and aggregate and manipulate data. This software is sold to silicon and peripheral vendors for use in the development and testing of finished processors and peripheral devices.	3A3	Information Products meant to command		2.2.2	C4iii		RP	In-house								C4iii	2.2.2	C2ii	C4iii 2.2.2 C2ii	2.3.1 C4iii (C2ii)	Subject		C4iii DivA CdivA	DivA	DivM	DivA	Main	3.1.2 B3divA	RP	Businesses	First							B3div DivA CdivA	B4ii 2.2.2 CdivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3687	Production of Natural Gas Liquid for Heating - PL	These companies extract natural gases which are primarily used as a fuel for consumer heating, e.g.. propane. 	5A1	Energy for Equipment or diversified resources Resource Products		2.2.2	E4i		RP	In-house	(B4ii) 3.1.2 E4i	With Inventory						E4i	2.2.2	B3iii	E4i 2.2.2 B3iii	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3686	Application and Software Development for Retail Stores - BG	These companies develop and design applications and software for retail stores on a contract basis.	3B6	Contract Printing		2.2.2	C4iii		AP	In-house											  	2.2.2 C4iii 	Subject		C4iii DivA CdivA	DivA	DivM	DivA	Main	(A4ii) 3.1.2 DivA	RP	Businesses	First																	
3685	Merchandising and Promotion Analytics Software for Retailers - BG	These companies produce software that allows retailers to track how well their product promotion is performing.	3A3	Information Products meant to command		2.2.2	C4iii		RP	In-house								C4iii	2.2.2	C2iii	C4iii 2.2.2 C2iii	3.1.1 DivA (C2iii)	Product					3.1.1 DivA (C2iii)	Main	(A4ii) 3.1.2 DivA	RP	Businesses	First															1.3.2 F	RP	Consumers
3684	Control Systems Software - PL	These companies develop control systems software for wind turbines. 	3A3	Information Products meant to command		2.2.2	C4iii		RP	In-house	2.2.2 B4ii	With Inventory						C4iii	2.2.2	C2iii	C4iii 2.2.2 C2iii	2.2.2 E4iii	Product					2.2.2 E4iii	Main	2.2.2 E4iii	RP	Businesses	First								E4iii 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3489	Flooring for Governmental Institutions (sold through distributors) - PL	These companies make flooring that is sold that is sold through distributors and later installed in buildings owned by governmental institutions.	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house	3.1.2 BdivA	With Inventory			B2ii	1.3.2	DivA	A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	DivA	DivM					DivA	Auxiliary	4.2.2 F	AP	Governments	First																	
3761	Office Lessor for Tech Companies - PL	These companies lease office space to consumer tech manufacturers.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	2.2.2 B4ii	RP	Businesses	First								B4ii DivA CdivA	DivA					DivA	1.3.2 F	RP	Consumers
3863	Custom Software Development for Businesses - PL	These companies develop custom mobile applications, websites, and other enterprise software for businesses.	3B6	Contract Printing		2.2.2	C4iii		AP	In-house											  	2.2.2 C4iii	Subject		C4iii DivA CdivA	DivA	DivM	DivA	Main	DivA	Div	Businesses and Governments	First																	
3862	Passenger safety and information cards for commercial airlines	These companies make custom passenger safety and information cards for commercial airlines.	3B6	Contract Printing		2.2.2	C3ii		AP	In-house											  	2.2.2 C3ii	ItS	C3ii 2.1.1 F		1.3.1 F (C3ii)	Product	(B4ii) 1.2.2 F	Main	(B4ii) 1.2.2 F	AP	Businesses	First									(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3861	Painting and graphics for commercial aircraft	These companies do livery painting and decal application to aircraft for commercial airlines.	2B4	Equipment Maintenance or Repair		2.2.3	B2i		AP	In-house											  	2.2.3 B2i	ItP(2)	B2i 1.3.1 B4ii	B4ii 1.2.2 F	(B4ii) 1.2.2 F	Product	(B4ii) 1.2.2 F	Main	(B4ii) 1.2.2 F	AP	Businesses	First									(B4ii) 1.2.2 F					(B4ii) 1.2.2 F	1.3.2 F	RP	Consumers
3860	Drilling Rig Remediation Services for Natural Gas Extractors - PL	These companies perform planned on-site cleaning of drilling rigs for natural gas extractors.	2B4	Equipment Maintenance or Repair		2.2.3	B4ii		AP	In-house											  	2.2.3 B4ii	Subject		B4ii 2.2.2 A2ii	2.2.2 E4i	Product	2.2.2 E4i	Main	2.2.2 E4i	RP	Businesses	First								E4i 2.2.2 DivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
